project_id,project_name,project_number,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_till_now_ha,sanction_count,sanction_number,sanction_date,sanction_date_iso,sanction_amount,sanction_amount_total,first_sanction_date,last_sanction_date,num_3a,num_3A,num_3D,total_notifications,first_3a_date,last_3a_date,first_3A_date,last_3A_date,first_3D_date,last_3D_date,first_notification_date,last_notification_date,land_available_pct,land_acquisition_progress_pct,land_remaining_to_acquire_ha,days_3a_to_3A,days_3A_to_3D,days_3a_to_3D,notification_active_span_days,latest_stage,stage_3D_reached,source_url
58874,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km 70/000 (Design Chainage 14/900 to 69/700)(Chintakunta to Adoni section) to two lane with paved shoulder in the state of Andhra Pradesh through Engineering, Procurement and Construction (EPC) Basis NH(O) Plan 2016-17",MO/2019/58874,6.98,3.3,3.68,0,1,RW/NH-12014/83/2016-AP(P-7) RW/NH-12014/83/2016-AP(P-7),02/11/2016,2016-11-02,290.15,290.15,2016-11-02,2016-11-02,4,4,4,12,2015-07-16,2016-07-20,2019-06-22,2020-12-15,2020-06-12,2021-08-31,2015-07-16,2021-08-31,47.2779,0.0,3.68,1437,356,1793,2238,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58874
58865,Rehabilitation and upgradation of Chittoor â€“ Kurnool Road NH-18 (New NH-40) 2 lane to 4-Lane from Km 4.14 to 18.34 (excluding 2.94 Km ROB portion) from Murkambattu junction to Rangampet cross in the State of Andhra Pradesh under Corridor Approach through EPC mode under NH(O),MO/2019/58865,37.22,32.98,4.24,0,1,Job No. NH-18 (New NH-40)-AP-2018-19-678 . -18 ( -40)- -2018-19-678,07/03/2019,2019-03-07,84.85,84.85,2019-03-07,2019-03-07,4,2,2,8,2019-11-05,2020-08-05,2020-10-28,2020-10-28,2020-12-22,2020-12-22,2019-11-05,2020-12-22,88.6083,0.0,4.24,358,55,413,413,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58865
59048,Construction of Bypass Salur town from Km.486/831 to Km.491/420 of Raipur- Visakhapatnam section of National Highway No.43 (New NH No.26) in the District Vizianagaram of the State of Andhra Pradesh 0,MO/2019/59048,101,25,76,0,0,,,,,0,,,2,0,0,2,2015-01-02,2015-01-02,,,,,2015-01-02,2015-01-02,24.7525,0.0,76,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59048
59049,"Rehabilitation and upgradation of NH-167 from Km 70/0 to 125/150 (Adoni to Madhavaram via Manthralayam section) in the state of Andhra Pradesh to two lane with paved shoulders under Corridor Approach through Engineering, Procurement & Construction (EPC) Basis Contract",MO/2019/59049,16,0,16,0,1,167-AP-2014-15- 625 167-AP-2014-15-,24/02/2015,2015-02-24,224.83,224.83,2015-02-24,2015-02-24,4,2,4,10,2015-07-16,2015-07-16,2015-12-29,2015-12-29,2016-06-16,2016-07-20,2015-07-16,2016-07-20,0.0,0.0,16,166,170,336,370,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59049
59051,Rehabilitation and upgradation of NH - 67 from K.M 589 / 000 to 641 / 000 ( Mydukur to Dornala T Junction ) in the state of Andhra Pradesh under NHDP - IV basis,MO/2019/59051,112,107,5,0,0,,,,,0,,,2,8,8,18,2014-10-22,2014-10-22,2015-08-06,2017-05-19,2015-10-25,2017-08-29,2014-10-22,2017-08-29,95.5357,0.0,5,288,80,368,1042,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59051
59052,Rehabilitation and upgradation of NH - 67 from K.M 641 / 000 to 695 / 000 ( Dornala T Junction toAtmakur) in the state of Andhra Pradesh under NHDP - IV basis,MO/2019/59052,175,162.33,12.67,0,0,,,,,0,,,2,6,6,14,2014-10-01,2014-10-01,2015-08-06,2016-09-29,2015-10-20,2016-12-06,2014-10-01,2016-12-06,92.76,0.0,12.67,309,75,384,797,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59052
59053,Rehabilitation and upgradation of NH - 67 from K.M 695 / 000 to 741 /950 ( Atmakur to Nellore ) in the state of Andhra Pradesh under NHDP - IV basis,MO/2019/59053,160,126.72,33.28,0,0,,,,,0,,,6,4,4,14,2014-10-01,2014-12-01,2015-10-20,2017-02-17,2016-02-05,2017-07-07,2014-10-01,2017-07-07,79.2,0.0,33.28,384,108,492,1010,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59053
59054,Widening and Strengthening from Km 513 / 000 to 546 / 550 ( Design Chainage K.M 513 /000 to 545 / 150 ) of Muddanur to Jammalamadugu section of NH - 67 to 2 lane with paved shoulder including 4 laning in 3.05 km (542 / 100 - 545 /150 ) in Jammalamadugu town section in the state of Andhra Pradesh,MO/2019/59054,71.5,54.16,17.34,0,0,,,,,0,,,2,0,0,2,2014-12-23,2014-12-23,,,,,2014-12-23,2014-12-23,75.7483,0.0,17.34,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59054
59055,Construction of 4 lane ROB and its approaches in lieu of existing level crossing No.102 @ Km 281/2 of NH-205 between Chandragiri & Tirupati west station Chittoor Pakala in the state of A.P.,MO/2019/59055,3.6,0,3.6,0,1,RW/ NH/ 12018 /AP/2016-S&R(B) ?? ????? /?? ??? ????? / /AP/2016-S&R(B),06/02/2018,2018-02-06,207.57,207.57,2018-02-06,2018-02-06,4,2,2,8,2016-06-16,2022-12-05,2017-10-24,2017-10-24,2018-05-24,2018-05-24,2016-06-16,2022-12-05,0.0,0.0,3.6,495,212,707,2363,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59055
59058,"Rehabilitation and upgradation of NH -18 from km 57/0 to Km 108/850 Pileru to Rayachoty section to two lane with paved shoulders including 4 laning in 1.45 Km (Km 57.250 to Km 57.800, Km 65.700 to Km 66.300, Km 83.450 to Km 83.700) in Pileru, Vidhya Nagar, Kalakada town sections in the State of Andhra Pradesh under Corridor approach on EPC mode (Aggregate length of 51.850 Km)",MO/2019/59058,132,106.21,25.79,0,1,RW / NH -12014 / 32 2015 - AP / P - 7 / - / - / -,31/03/2015,2015-03-31,175.03,175.03,2015-03-31,2015-03-31,4,2,2,8,2015-05-06,2015-05-06,2016-05-11,2016-05-11,2017-02-21,2017-02-21,2015-05-06,2017-02-21,80.4621,0.0,25.79,371,286,657,657,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59058
58585,Rehabilitation and upgradation of NH-565 from existing Km 361/330 ( Dornala T Junction ) to Km 420/800 ( Penchalakona Junction ) to two lane with paved shoulders on EPC mode in the state of Andhra Pradesh,MO/2018/58585,8.9516464,0,8.9516464,0,1,RW / NH - 37019 / 01 / 17 - NHDP IV A ?? / ?? - ????? / ?? / ?? - ???? ? ?,18/01/2018,2018-01-18,41803000000,41803000000,2018-01-18,2018-01-18,8,8,6,22,2014-06-19,2015-07-31,2015-12-11,2019-02-01,2016-07-11,2019-08-27,2014-06-19,2019-08-27,0.0,0.0,8.951646,540,213,753,1895,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58585
58527,Rehabilitation and Upgradation of NH - 67 from Km 424/650 to Km 487/693 ( Gooty - Tadipatri - District Border Section ) to two lane with paved shoulder under NH ( O ) plan 2016 - 17 in the state of Andhra Pradesh on Engineering procurement and constructions EPC mode .,MO/2018/58527,250,184.568,65.432,0,1,RW/NH-12014/62/2016-AP (P-7) RW/NH-12014/62/2016-,05/10/2016,2016-10-05,3782400000,3782400000,2016-10-05,2016-10-05,2,4,4,10,2016-05-03,2016-05-03,2018-12-07,2019-12-17,2019-11-29,2020-06-12,2016-05-03,2020-06-12,73.8272,0.0,65.432,948,357,1305,1501,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58527
58541,Rehabilitation and upgradation of NH-326A from km 0/0 to km 41/979 (excluding km 2/555 to 3/732 and km 36/820 to km 38/275 ) to two lane with paved shoulder on EPC mode in the state of Andhra Pradesh under NH(O) during 2017-18.,MO/2018/58541,121.93,102.197,19.733,0.0283286,1,NH-326A-AP-2017-18-664 NH-326A-AP-2017-18-664,13/03/2018,2018-03-13,2283200000,2283200000,2018-03-13,2018-03-13,2,8,6,16,2018-03-22,2018-03-22,2019-02-21,2022-12-13,2019-12-30,2023-03-14,2018-03-22,2023-03-14,83.8161,0.1436,19.704671,336,312,648,1818,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58541
58613,"Rehabilitation and Upgradation of the In - Principle approved National Highway stretch from Junction of NH - 48 near Chitradurga ( i.e., Km 0 / 0 ) and ends Karnataka / AP Border ( at Km 135 / 983 ) and road continues in Andhra Pradesh connecting Roddam , Thurakalapatnam and terminates at is Junction of NH - 44 near Penukonda ( i.e., Km 163 / 000 ) the length passing in Andhra Pradesh state is 27 / 017 Kms .",MO/2018/58613,92.55,53.47,39.08,0,1,RW/NH-12014/19/2017-AP/P-7 RW/NH-12014/19/2017-AP/P-7,30/08/2017,2017-08-30,0,0,2017-08-30,2017-08-30,0,0,0,0,,,,,,,,,57.7742,0.0,39.08,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58613
58660,Construction of 4-Lane Bypass to Vizianagaram town of NH-43 (New NH No.26) from Km.537/600 to 552/000 (Raipur â€“Visakhapatnam Section) to 4 Lane on EPC mode under NH (O) 2016-17 in the state of Andhra Pradesh,MO/2018/58660,145.522,102.19,43.332,0,1,Job No. NH-43 (New NH-26)-AP-2016-17-658 Job No. NH-43 (New NH-26)-AP-2016-17-658,15/02/2017,2017-02-15,429.43,429.43,2017-02-15,2017-02-15,6,8,4,18,2015-07-29,2019-07-03,2019-06-21,2020-08-04,2020-12-18,2021-01-13,2015-07-29,2021-01-13,70.2231,0.0,43.332,1423,546,1969,1995,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58660
58719,Rehabilitation and upgradation of NH-565 from Km 133.922 to Km. 154.900 into two lanes with paved shoulders in Prakasam District under NHDP-IV,MO/2019/58719,58.72,0,58.72,0,1,RW/NH-37019/3/2015/NHDP-IVA RW/NH-37019/3/2015/NHDP-IVA,27/01/2016,2016-01-27,4969000,4969000,2016-01-27,2016-01-27,2,4,4,10,2019-03-06,2019-03-06,2020-04-24,2021-04-07,2021-07-19,2024-04-15,2019-03-06,2024-04-15,0.0,0.0,58.72,415,451,866,1867,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58719
57281,Consultancy Services for Preparation of Detailed Project Report of 4/6 Lane Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with Connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Ananthapuramu District (Km. 0.000 to Km. 74.750),MO/2018/57281,950,0,950,0,1,RW/NH-12014/39/2015-AP(P-7) RW/ RW/NH-12014/39/2015-AP(P-7),01/09/2016,2016-09-01,347.4,347.4,2016-09-01,2016-09-01,0,0,0,0,,,,,,,,,0.0,0.0,950,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57281
57282,Consultancy services for Preparation of Detailed Project Report of 4/6 Lane Access Controlled Green Field Expressway connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - From. Km. 74.750 to Km. 155.550 (Kurnool District),MO/2018/57282,1010,0,1010,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,1010,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57282
57284,Consultancy services for Preparation of Detailed Project Report of 4/6 Lane Access Controlled Green Field Expressway connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - From km. 0.000 to Km. 64.500 (Kadapa District),MO/2018/57284,810,0,810,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,810,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57284
57575,Rehabilitation and Upgradation of NH 167 B from km 43 / 097 to 99 / 103 of Porumamilla to C.S.Puram ( on NH 167B ) to two lane with paved shoulders in the State of Andhra Pradesh under NH ( O ),MO/2018/57575,310,29,281,0,1,RWNH120371202122AnnualPlanAP RWNH120371202122AnnualPlanAP,25/05/2021,2021-05-25,5250000000,5250000000,2021-05-25,2021-05-25,16,28,12,56,2017-09-14,2018-05-25,2016-05-25,2021-02-22,2018-12-21,2021-11-24,2016-05-25,2021-11-24,9.3548,0.0,281,-477,940,463,2009,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57575
57576,Formation ofBypass to Bathalapalli Town on NH 42 from Km 97.410 to Km 103.300 in the State of Andhrapradesh,MO/2018/57576,28.9,0,28.9,0,1,RW/NH-12014/26/2021-AP/Zone-III RW/NH-12014/26/2021-AP/Zone-III,03/03/2022,2022-03-03,5359900000,5359900000,2022-03-03,2022-03-03,2,2,2,6,2018-12-11,2018-12-11,2019-01-30,2019-01-30,2020-01-28,2020-01-28,2018-12-11,2020-01-28,0.0,0.0,28.9,50,363,413,413,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57576
57579,Formation of Bypass to Mudigubba Town on NH 42 from Km 130.400 to Km 137.500 in the state of Andhra Pradesh,MO/2018/57579,36.18,0,36.18,0,1,RW/NH-12014/26/2017-AP/Zone-III RW/NH-12014/26/2017-AP/Zone-III,30/05/2018,2018-05-30,0,0,2018-05-30,2018-05-30,4,2,2,8,2018-12-10,2022-07-01,2019-01-31,2019-01-31,2019-12-30,2019-12-30,2018-12-10,2022-07-01,0.0,0.0,36.18,52,333,385,1299,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57579
57580,Formation of Bypass to Kadiri Town on NH42 from Km 159.250 to Km 168.450 in the state of Andhra Pradesh,MO/2018/57580,69.64,0,69.64,0,1,RW/NH-12014/26/2017-AP/Zone-III RW/NH-12014/26/2017-AP/Zone-III,30/05/2018,2018-05-30,4017200000,4017200000,2018-05-30,2018-05-30,4,4,4,12,2018-12-10,2022-07-01,2019-01-30,2022-08-10,2020-01-28,2023-02-17,2018-12-10,2023-02-17,0.0,0.0,69.64,51,363,414,1530,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57580
57591,Rehabilitation and Upgradation of NH 167 B from Km 99 / 103 to 189 / 050 Chandrasekhara Puram to Singarayakonda ( on NH 16 ) to two lane with paved shoulders in the state of Andhra Pradesh under NH ( O ),MO/2018/57591,600,300,300,0.0283286,1,RW/NH-12014/35/2019-AP-III RW/NH-12014/35/2019-AP-III,25/05/2021,2021-05-25,3698100000,3698100000,2021-05-25,2021-05-25,22,22,10,54,2017-09-14,2018-05-25,2017-09-15,2023-12-15,2019-05-17,2024-08-29,2017-09-14,2024-08-29,50.0,0.0094,299.971671,1,609,610,2541,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57591
57602,Rehabilitation and upgradation of NH - 565 from km 198.694 to 294.000 ( Markapuram to Vaggam Palle Section ) in the state of Andhra Pradesh to two lanes with paved shoulders under NHDP - IV on EPC basis,MO/2018/57602,285.918,258.09,27.828,0,1,RW/NH-37015/1/2014/NHDP-IVA RW/NH-37015/1/2014/NHDP-,04/02/2014,2014-02-04,417.61,417.61,2014-02-04,2014-02-04,2,10,2,14,2014-04-29,2014-04-29,2015-07-24,2018-01-30,2018-07-25,2018-07-25,2014-04-29,2018-07-25,90.2671,0.0,27.828,451,1097,1548,1548,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57602
57653,consultancy services for preparation of detailed project report for widening of two lane with paved shoulders/ four lane from Km 0.000 to 107.660 of pamarru-digamarru road of NH-165 in the state of andhra Pradesh (Package:II from Km 61.740 to 107.660),MO/2018/57653,206.379,18.709,187.67,0.064,1,NH-165-AP-2016-17-644 NH-165-AP-2016-17-,08/07/2016,2016-07-08,1976800000,1976800000,2016-07-08,2016-07-08,6,14,6,26,2017-04-07,2018-01-05,2017-11-10,2021-03-12,2018-11-01,2021-12-15,2017-04-07,2021-12-15,9.0654,0.0341,187.606,217,356,573,1713,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57653
57400,Consultancy services for preparation of Detailed Project Report of 4/6 Lane Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with COnnectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Prakasam District (Km. 155.550 to 281.100),MO/2018/57400,1510,0,1510,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,1510,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57400
57401,Rehabilitation and upgradation of NH-40 from Km 108/850 to Km 160/200 Rayachoty to Kadapa section to two lane with paved shoulders in the state of Andhra Pradesh through EPC Basis,MO/2018/57401,106.87,96.91,9.96,0,1,RW/NH-12014/39/2015-AP(P-7) RW/NH-12014/39/2015-AP(P-7),01/09/2016,2016-09-01,347.4,347.4,2016-09-01,2016-09-01,4,12,4,20,2015-05-06,2018-02-07,2016-10-03,2018-02-08,2017-06-02,2018-08-21,2015-05-06,2018-08-21,90.6803,0.0,9.96,516,242,758,1203,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57401
57402,Consultancy Services for Preparation of DPR of 4/6 Lane Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Prakasam District ( Km. 303.350 to Km. 324.700),MO/2018/57402,260,0,260,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,260,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57402
57404,Consultancy Services for Preparation of DPR of 4/6 Lne Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Kadapa Spur - Prakasam District (Km. 64.500 to Km. 88.080),MO/2018/57404,285,0,285,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,285,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57404
57405,Consultancy Services for Preparation of DPR of 4/6 Lane Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Guntur District (Km. 281.100 to Km 303.350),MO/2018/57405,270,0,270,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,270,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57405
57406,Consultancy Services for Preparation of DPR of 4/6 Lane Access Controlled Green Field Expressway connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Guntur District (Km. 324.700 to Km. 394.800),MO/2018/57406,850,0,850,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,850,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57406
57423,Rehabilitation and upgradation of NH-340 from km 0/0 to km 60/380 (Design Ch. 0/000 to 60/025) excluding km 55/600 to km 57/650 (2.050 km ) of Rayachoty to Angallu section to two lane with paved shoulders on EPC mode under NH(O) in the state of Andhra Pradesh,MO/2018/57423,154,115.95,38.05,0,1,RW / NH-12014 / 108 /2016 -AP (P-7) ?? / NH-????? / ??? /???? -?? (P-7),20/01/2017,2017-01-20,3192800000,3192800000,2017-01-20,2017-01-20,6,14,8,28,2015-01-08,2022-12-05,2017-12-01,2019-06-25,2018-08-21,2020-01-24,2015-01-08,2022-12-05,75.2922,0.0,38.05,1058,263,1321,2888,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57423
57431,Construction of 2 lane RoB and subway in lieu of LC No.88 at Railway km 136/5-6 between Kurbalakota and Madanapalli Section on Dharmavaram - Pakala section at km 56/100 of NH - 340 on EPC mode in the state of Andhra Pradesh,MO/2018/57431,6.5,1.1,5.4,0,1,RW/NH-12014/96/2017-AP/ZONE-III RW/NH-12014/96/2017-AP/ZONE-III,28/03/2018,2018-03-28,35.62,35.62,2018-03-28,2018-03-28,2,4,4,10,2016-08-08,2016-08-08,2018-01-31,2018-11-28,2018-10-25,2019-11-22,2016-08-08,2019-11-22,16.9231,0.0,5.4,541,267,808,1201,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57431
57434,Construction of ROB at km 510/8 of NH 565 ( near Yerpedu ) in lieu of LC No 36 in the state of andhra pradesh under NHDPV-IV through EPC contract system,MO/2018/57434,11,1.62,9.38,0,0,,,,,0,,,4,4,2,10,2015-12-18,2022-07-05,2018-03-16,2018-11-28,2018-10-25,2018-10-25,2015-12-18,2022-07-05,14.7273,0.0,9.38,819,223,1042,2391,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57434
57444,Construction of proposed 4 lane ROB and its approaches in lieu of existing level crossing no 95/SPL at km 272.600 (railway chainage 93/17 - 19) on NH 205 in the state of andhra pradesh,MO/2018/57444,18.13,1.13,17,0,1,RW/NH-12014/AP(36)/16-S&R(B) RW/NH-12014/AP(36)/16-S&R(B),07/07/2017,2017-07-07,876600000,876600000,2017-07-07,2017-07-07,6,8,4,18,2016-08-08,2022-12-02,2017-10-12,2018-10-25,2018-10-25,2018-12-31,2016-08-08,2022-12-02,6.2328,0.0,17,430,378,808,2307,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57444
57454,Consultancy Services for Preparation of DPR of 4/6 Lane Access Controlled Green Field Expressway Connecting New Capital City Amaravathi to Ananthapuramu with connectivity to Kurnool and Kadapa in the state of Andhra Pradesh - Kurnool/Nandyal Spur (Km. 0.000 to Km. 19.203),MO/2018/57454,235,0,235,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,235,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57454
57478,Rehabilitation and upgradation of Nh-365BB from AP/Telangana border (Aswaraopeta)- Jeelugumilli-Pattiseema- Kovvur (Ch 0/000 to ch 85/340) to two lane with paved shoulders in the state of Andhra Pradesh,MO/2018/57478,679.7,0,679.7,0.004,1,RWNH1201402202324APZoneSouthI RWNH1201402202324APZoneSouthI,17/01/2024,2024-01-17,3686300000,3686300000,2024-01-17,2024-01-17,14,16,10,40,2019-01-28,2023-03-09,2023-02-02,2026-06-08,2024-01-25,2025-04-25,2019-01-28,2026-06-08,0.0,0.0006,679.696,1466,357,1823,2688,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57478
58311,Construction of 4 lane road from Km 161/6 to Km 161/9 ( Kadapa town limits ) of Chittoor - Kurnool road of NH - 40 in the state of Andhra Pradesh,MO/2018/58311,3.5,2,1.5,0,0,,,,,0,,,2,0,0,2,2019-11-29,2019-11-29,,,,,2019-11-29,2019-11-29,57.1429,0.0,1.5,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58311
58376,Rehabilitation and Up - gradation of NH-75 ( Old NH-234 ) from Km 506/100 to Km 508/700 and Km 518/700 to Km 534/350 ( design Ch Km 506/100 to Km 508/650 and 518/700 Km 534/100 ) Mangalore to Thiruvannamallai section to two lane with paved shoulders on EPC mode under NH ( o ) in the state of Andhra Pradesh .,MO/2018/58376,50.3,22.817,27.483,0,1,RW/NH-12014/34/2016-AP(P-7) RW/NH-12014/34/2016-AP(P-7),15/02/2017,2017-02-15,1476600000,1476600000,2017-02-15,2017-02-15,2,4,4,10,2015-09-22,2015-09-22,2018-01-29,2019-06-22,2019-01-28,2020-06-19,2015-09-22,2020-06-19,45.3618,0.0,27.483,860,364,1224,1732,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58376
58411,Rehabilitation and Up - gradation of new NH - 544DD from design chainage Km 0/000 to Km 56/000 ( Ex. Km 0/460 to Ex. Km 58/344 ) of Ananthapuramu - Kalyanadurg Section to two lane with paved shoulders in the state of Andhra Pradesh under NH ( O ) on EPC mode .,MO/2018/58411,2.89,0,2.89,0,1,RW/NH-12014/82/2017-AP/ZONE-III RW/NH-12014/82/2017-AP/ZONE-III,20/03/2018,2018-03-20,2941200000,2941200000,2018-03-20,2018-03-20,2,2,2,6,2017-07-04,2017-07-04,2018-11-28,2018-11-28,2019-07-04,2019-07-04,2017-07-04,2019-07-04,0.0,0.0,2.89,512,218,730,730,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58411
58424,4 Laning of Muddanuru- Kadapa NH 716 from Km 137+600 to Km 187+700 under NH(O) on EPC mode under Annual Plan 2022-23 in the state of Andhra Pradesh 4,MO/2018/58424,11,2,9,0,0,,,,,0,,,0,0,0,0,,,,,,,,,18.1818,0.0,9,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58424
58435,"Consultancy services for project management including preparation of detailed project report of selected stretches/corridors of national highway 516E in the state of Andhra Pradesh for upgradation to Two/Four Lane with paved shoulder configuration, of consultancy package No.NH/AP(R&B)-10 ((i) Paderu-Araku Road section (ii) Bowdara-Vizianagaram on NH-26 Road section)",MO/2018/58435,255.17,123.1,132.07,0.05,2,RW/NH-12014/01/2019/AP/PKG-VI/EAP RW/NH-12014/01/2019/AP/PKG-VI/EAP,25/08/2020,2020-08-25,1279100000,13000100000,2020-08-25,2021-04-19,8,22,24,54,2018-12-10,2022-06-21,2019-10-23,2024-12-09,2020-09-10,2025-01-13,2018-12-10,2025-01-13,48.2423,0.0379,132.02,317,323,640,2226,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58435
57760,Rehabilitation and upgradation of NH-544E from Km.56/803 to Km.99/179 of (Madakasira - Sira Section) to two lane withpaved shoulders on EPC mode under NH(O) in the state of Andhra Pradesh,MO/2018/57760,86,0,86,0,1,NoRWNH12014342018APZoneIII NoRWNH12014342018APZoneIII,31/03/2020,2020-03-31,2077900000,2077900000,2020-03-31,2020-03-31,4,10,6,20,2018-01-12,2022-07-01,2018-01-12,2022-05-31,2018-09-28,2022-09-22,2018-01-12,2022-09-22,0.0,0.0,86,0,259,259,1714,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57760
57784,Construction of two lane ROB at km 225 / 0 to km 228 / 0 in lieu of LC No 119 railway km 188 / 1 - 2 of Anantapuramu - Chennai road NH - 205 in Chittoor district in the state of Andhra Pradesh,MO/2018/57784,9,6.99,2.01,0,1,RWNH12014142021APZoneIII RWNH12014142021APZoneIII,18/01/2021,2021-01-18,666000000,666000000,2021-01-18,2021-01-18,6,2,2,10,2016-06-03,2022-07-05,2018-05-25,2018-05-25,2018-09-28,2018-09-28,2016-06-03,2022-07-05,77.6667,0.0,2.01,721,126,847,2223,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57784
