project_id,project_name,project_number,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_till_now_ha,sanction_count,sanction_number,sanction_date,sanction_date_iso,sanction_amount,sanction_amount_total,first_sanction_date,last_sanction_date,num_3a,num_3A,num_3D,total_notifications,first_3a_date,last_3a_date,first_3A_date,last_3A_date,first_3D_date,last_3D_date,first_notification_date,last_notification_date,land_available_pct,land_acquisition_progress_pct,land_remaining_to_acquire_ha,days_3a_to_3A,days_3A_to_3D,days_3a_to_3D,notification_active_span_days,latest_stage,stage_3D_reached,source_url
57288,Acquisition of land for the Construction of Bypass near Borigumma Town on NH-26 (Old NH-43) in the state of Odisha,MO/2018/57288,25,0,25,0.486,1,26-ORS-2014-15-563 26-ORS-2014-15-,16/03/2015,2015-03-16,113400000,113400000,2015-03-16,2015-03-16,2,4,4,10,2015-08-25,2015-08-25,2017-12-05,2025-06-13,2018-11-22,2026-01-20,2015-08-25,2026-01-20,0.0,1.944,24.514,833,352,1185,3801,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57288
58388,Widening to two lane with 1.5m wide paved shoulder and strengthening from km 35/700 to km 71/120 (Rairangpur to Jashipur) of NH-220 in the state of Odisha,MO/2018/58388,2.9,0,2.9,0,1,220-ORS-2015-16-578 220-‌‌-2015-16-578,17/03/2016,2016-03-17,4200000,4200000,2016-03-17,2016-03-17,2,4,4,10,2016-05-30,2016-05-30,2016-11-29,2016-11-29,2017-11-17,2017-11-17,2016-05-30,2017-11-17,0.0,0.0,2.9,183,353,536,536,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58388
58407,Acquisition of land for improvement of NH-59 from Village Rigdol (57/0) to Belgaon (68/250) in the state of Odisha,MO/2018/58407,36,0,36,0.009308,1,NH-12037/4/2018-ORS/(Zone-III) NH-12037/4/2018-ORS/(Zone-III),03/08/2018,2018-08-03,22000000,22000000,2018-08-03,2018-08-03,2,2,2,6,2018-10-25,2018-10-25,2021-12-17,2021-12-17,2022-02-28,2022-02-28,2018-10-25,2022-02-28,0.0,0.0259,35.990692,1149,73,1222,1222,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58407
58329,Acquisition of land inrespect of upgradation of state highway to national highway for the road from Digapahandi on NH 326 to Haridakhandi on NH 59 (Inprincipal approved NH),MO/2018/58329,30,0,30,0,1,NH-14012/33/2015-P&M NH-14012/33/2015-P&M,14/09/2016,2016-09-14,1,1,2016-09-14,2016-09-14,0,0,0,0,,,,,,,,,0.0,0.0,30,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58329
58333,Acquisition of land for the proposed Kotpad Bypass on NH-63 in the state of Odisha.,MO/2018/58333,100,0,100,1.582,1,NH-63-OD-2021-22-642 NH-63-OD-2021-22-642,24/03/2022,2022-03-24,43602569,43602569,2022-03-24,2022-03-24,2,8,6,16,2018-11-15,2018-11-15,2019-09-06,2024-09-18,2021-06-21,2025-05-09,2018-11-15,2025-05-09,0.0,1.582,98.418,295,654,949,2367,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58333
58446,Acquisition of land for construction of bypass road of NH-26 and NH-57 near bolangir town in the state of Odisha,MO/2018/58446,78,0,78,0,1,057-ORS-2013-14-533 057-ORS-2013-14-???,07/01/2014,2014-01-07,1930000000,1930000000,2014-01-07,2014-01-07,2,6,6,14,2014-04-04,2014-04-04,2015-07-08,2024-01-18,2016-05-05,2024-06-14,2014-04-04,2024-06-14,0.0,0.0,78,460,302,762,3724,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58446
58524,Acquisition of land for construction of Bypass near Jeypore town on NH-26,MO/2018/58524,50,0,50,0,1,NH-26-ORS-2021-22-640 NH-26-ORS-2021-22-640,22/03/2022,2022-03-22,395633000,395633000,2022-03-22,2022-03-22,2,6,2,10,2015-09-30,2015-09-30,2017-11-30,2026-06-15,2018-12-28,2018-12-28,2015-09-30,2026-06-15,0.0,0.0,50,792,393,1185,3911,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58524
58630,Acquisition of land for construction of Bypass near Nayagarh town in the stat of Odisha,MO/2018/58630,85,0,85,0.2784297,1,NH-57-ORS-2021-22-631 NH-57-ORS-2021-22-631,21/01/2022,2022-01-21,1516900000,1516900000,2022-01-21,2022-01-21,2,8,6,16,2019-06-25,2019-06-25,2021-05-06,2026-02-12,2021-12-15,2026-04-22,2019-06-25,2026-04-22,0.0,0.3276,84.72157,681,223,904,2493,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58630
58748,Acquisition of land for construction of bypass for Jharsuguda town including ROB on NH-49,MO/2019/58748,170,0,170,0,1,NH-49-OD-2022-23-655 ‌‌-49--2022-23-655,22/09/2022,2022-09-22,2392323552,2392323552,2022-09-22,2022-09-22,2,2,2,6,2019-12-17,2019-12-17,2021-11-22,2021-11-22,2022-07-20,2022-07-20,2019-12-17,2022-07-20,0.0,0.0,170,706,240,946,946,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58748
59115,Detailed project report for highway starting from its junction with NH-53 near sambalpur connecting Redhakhol - Balikuda and terminating at Naugaon in he state of Odisha,MO/2019/59115,297,0,297,6.73256,2,NH-55-OD-2021-22-644 ?????????-55-???-2021-22-644,24/03/2022,2022-03-24,1638100000,2083885785,2022-03-24,2022-11-24,2,36,28,66,2020-01-25,2020-01-25,2021-01-05,2026-04-20,2021-12-08,2026-07-10,2020-01-25,2026-07-10,0.0,2.2669,290.26744,346,337,683,2358,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59115
59125,"Acquisition of land for construction of ROB at Km 60/200 (Matiapada) on Puri-Konark road , NH-316 (KP-42 of Khordha - Puri Rail Line) in the Puri District.",MO/2019/59125,10,0,10,0.0254958,1,12014/Odisha(2)/2014/S&R(B) 12014/Odisha(2)/2014/S&R(B),01/08/2019,2019-08-01,530000000,530000000,2019-08-01,2019-08-01,2,2,2,6,2019-10-21,2019-10-21,2019-12-27,2019-12-27,2020-09-01,2020-09-01,2019-10-21,2020-09-01,0.0,0.255,9.974504,67,249,316,316,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59125
59136,Widening the existing lane to two lane paved shoulder from km 239.900 to 294.300 (Nayagarh to Khordha) on NH-57 in the state of Odisha - Additional land acquisition for construction of toll plaza reg.,MO/2019/59136,4,0,4,0,1,57-ORS-2016-17-590 57-ORS-2016-17-,20/12/2016,2016-12-20,45700000,45700000,2016-12-20,2016-12-20,2,2,0,4,2019-10-25,2019-10-25,2020-03-19,2020-03-19,,,2019-10-25,2020-03-19,0.0,0.0,4,146,,,146,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59136
58873,Acquisition of land for construction of Bypass near Bhawanipatna town on NH 26,MO/2019/58873,50,0,50,3.4293808,1,NH-26-OD-2021-22-641 NH-26-OD-2021-22-641,24/03/2022,2022-03-24,857900000,857900000,2022-03-24,2022-03-24,2,2,2,6,2019-08-06,2019-08-06,2021-05-24,2021-05-24,2022-01-04,2022-01-04,2019-08-06,2022-01-04,0.0,6.8588,46.570619,657,225,882,882,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=58873
59035,Preparation of Detailed Project Report for upgradation of Balangir-Patnagarh-Khaprakhol-Udyanbandh (In-Principle NH) road in the state of Odisha,MO/2019/59035,50,0,50,0,1,RW/NH-12014/01/2017/ORS/Z-III RW/NH-12014/01/2017/ORS/Z-,17/04/2018,2018-04-17,1,1,2018-04-17,2018-04-17,0,0,0,0,,,,,,,,,0.0,0.0,50,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59035
59411,Acquisition of land for Construction of Bypass near Reamal town in the state of Odisha,MO/2020/59411,17,0,17,0.3937677,1,RW/NH-12014/11/2018-ORS-Z-III RW/NH-12014/11/2018-ORS-Z-,03/08/2018,2018-08-03,181658324,181658324,2018-08-03,2018-08-03,2,2,2,6,2020-06-30,2020-06-30,2021-09-27,2021-09-27,2022-02-28,2022-02-28,2020-06-30,2022-02-28,0.0,2.3163,16.606232,454,154,608,608,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59411
59444,Acquisition of land for construction of road from Km 0/0 to 72/0 of NH-26 such as 4-lane from km 0/0 to 21/0 (Bargarh to Barpalli) and 2L+PS from Km 21/0 to 72/0 of NH-26 in the state of Odisha.,MO/2020/59444,20,0,20,0.0453259,1,613 613,12/06/2020,2020-06-12,75640000,75640000,2020-06-12,2020-06-12,6,6,6,18,2020-06-04,2022-04-05,2021-06-14,2022-08-23,2021-09-13,2023-05-17,2020-06-04,2023-05-17,0.0,0.2266,19.954674,375,91,466,1077,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59444
59500,Acquisition of land for construction bypass at Sonepur town on NH-57 in the state of Odisha.,MO/2020/59500,100,0,100,0.0392554,1,NH-15017/24/2024-P&M NH-15017/24/2024-P&M,28/06/2024,2024-06-28,17000000,17000000,2024-06-28,2024-06-28,6,0,0,6,2020-07-30,2026-02-27,,,,,2020-07-30,2026-02-27,0.0,0.0393,99.960745,,,,2038,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59500
59548,Parsora-Kendujhargarh-Panikholi-Kuakhia-Jaipur-Aradi-Chandbali-Raj Kanika and terminating at Satabhaya ( Declared as NH-20),MO/2020/59548,260,0,260,0.5554376,1,NH-20-OD-2021.22-648 NH-20-OD-2021.22-648,31/03/2022,2022-03-31,6361000000,6361000000,2022-03-31,2022-03-31,4,10,8,22,2021-07-09,2021-12-02,2022-01-10,2026-03-16,2022-04-21,2026-06-12,2021-07-09,2026-06-12,0.0,0.2136,259.444562,185,101,286,1799,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59548
59741,"Reconstruction of 5 Nos Bridges, H.L Bridge over Garia River, Pangam River at Ch. 379/00 Km, over Potteru River at Km 439/410 and HL Bridge at Ch. 444/237 Km 457/075 Km and 468/150 Km of NH-326 (Malkangiri - Moty Road) in the state of Odisha.",MO/2020/59741,34.93,0,34.93,0.504,1,RO/BBSR/11017/ROcomments/81/2011,27/08/2020,2020-08-27,203536117,203536117,2020-08-27,2020-08-27,2,4,4,10,2021-03-10,2021-03-10,2021-08-16,2025-08-13,2022-03-02,2026-07-10,2021-03-10,2026-07-10,0.0,1.4429,34.426,159,198,357,1948,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59741
59744,Widening and Strengthening to 2L+PS from Km 0/000 to 35/840 of NH-220 (Tiring to Rairangpur Section),MO/2020/59744,10,0,10,0,1,RW/NH/12014/41/2019/ORS/Zone-III,30/03/2020,2020-03-30,83015000,83015000,2020-03-30,2020-03-30,4,14,14,32,2021-03-10,2021-12-02,2021-11-15,2023-04-26,2022-02-28,2023-10-03,2021-03-10,2023-10-03,0.0,0.0,10,250,105,355,937,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59744
60002,Acquisition of land in respect of National Highway No. 201 in the state of Odisha from the stretch from km 176.66 to 204 (From km 115.280 to 142.62of New National Hihgway no 26),MO/2021/60002,31.63,0,31.63,0,0,,,,,0,,,2,2,0,4,2011-09-29,2011-09-29,2015-07-23,2015-07-23,,,2011-09-29,2015-07-23,0.0,0.0,31.63,1393,,,1393,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60002
60014,Construction of HL Bridge near Patraput in place of existing old narrow iron bridge at Chainage 323/900 of NH-326.,MO/2021/60014,10,0,10,0,1,NH-326-ORS-2021-22-634 ‌‌-326-‌‌-2021-22-634,07/03/2022,2022-03-07,3000000,3000000,2022-03-07,2022-03-07,2,2,2,6,2021-08-03,2021-08-03,2021-11-11,2021-11-11,2022-05-20,2022-05-20,2021-08-03,2022-05-20,0.0,0.0,10,100,190,290,290,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60014
60022,"Land acquisition for the work widening to 2-lane with paved shoulder from km 86/040 to 91/840 and km 103/260 to 108/940 of NH-220 including missing link, realignment and construction of HL bridge over river Baitarani and Deo in the state of Odisha",MO/2021/60022,37,0,37,0.1352675,1,NH-220-OD-2021-22-636 ‌‌-220--2021-22-636,14/03/2022,2022-03-14,472289638,472289638,2022-03-14,2022-03-14,4,4,6,14,2021-08-03,2021-10-26,2021-12-13,2021-12-13,2022-05-20,2022-07-26,2021-08-03,2022-07-26,0.0,0.3656,36.864733,132,158,290,357,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60022
60034,Widening to double lane with paved shoulder from km 294/280 to 319/280 (Nabarangpur to Boriguma) of NH-26 in the state of Odisha.,MO/2021/60034,6,0,6,0,1,NH-26-ORS-2019-20-616 NH-26-ORS-2019-20-616,30/03/2020,2020-03-30,5000000,5000000,2020-03-30,2020-03-30,4,2,2,8,2021-08-13,2022-05-02,2022-05-31,2022-05-31,2022-10-04,2022-10-04,2021-08-13,2022-10-04,0.0,0.0,6,291,126,417,417,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60034
60070,Widening to 2-lane with paved shoulders from km 0/0 to 52/0 (Dhaugaon to Taptapani section) of NH-326 in the state of Odisha,MO/2021/60070,28,0,28,0.0975314,1,NH-326-OD-2021-22-649 ?????????-326-???-2021-22-649,31/03/2022,2022-03-31,101900000,101900000,2022-03-31,2022-03-31,6,14,12,32,2021-09-02,2023-03-10,2022-03-22,2025-02-13,2022-08-01,2025-08-28,2021-09-02,2025-08-28,0.0,0.3483,27.902469,201,132,333,1456,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60070
60072,Reconstruction of H.L major bridge across river tel near Sonepur at km 51/200 of NH-57 in the state of Odisha,MO/2021/60072,11,0,11,0.1622825,1,NH-57-ORS-2021-22-647 ‌‌-57-‌‌-2021-22-647,30/03/2022,2022-03-30,107500000,107500000,2022-03-30,2022-03-30,4,6,4,14,2021-09-14,2022-04-05,2021-11-11,2022-05-23,2022-07-26,2022-08-04,2021-09-14,2022-08-04,0.0,1.4753,10.837718,58,257,315,324,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60072
60087,Widening to 2 lane with paved shoulder from km 0/0 to 34/200 Jareikela to Dhabaleswar section of NH-320D in the state of Odisha.,MO/2021/60087,55,0,55,0.1052205,1,NH-320D-ORS-2021-22-639 NH-320D-ORS-2021-22-639,22/03/2022,2022-03-22,374710000,374710000,2022-03-22,2022-03-22,6,4,4,14,2021-09-14,2022-08-23,2022-02-07,2022-11-23,2022-10-04,2023-02-16,2021-09-14,2023-02-16,0.0,0.1913,54.894779,146,239,385,520,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60087
59584,Widening and Strengthening to 2LPS from km 296/500 to 336/500 (Mundamarai to Ratanpur Section) of NH-59 in the state of Odisha. Api Limit Reached,MO/2020/59584,20,0,20,0.008,1,NH-59-ORS-2020-21-614 Api Limit Reached,18/06/2020,2020-06-18,98455000,98455000,2020-06-18,2020-06-18,2,4,4,10,2021-03-10,2021-03-10,2021-11-11,2022-08-23,2022-09-20,2022-12-09,2021-03-10,2022-12-09,0.0,0.04,19.992,246,313,559,639,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59584
59618,Acquisition of land for Construction of Bypass to NH-516 for port connectivuty to Gopalpur in new alignment.,MO/2020/59618,10,0,10,0,1,654`,26/08/2020,2020-08-26,1,1,2020-08-26,2020-08-26,2,0,0,2,2021-01-18,2021-01-18,,,,,2021-01-18,2021-01-18,0.0,0.0,10,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59618
59902,Widening and strengthening of Bhanjanagar to aska road (NH-157) from km 119/0 to 157/98 in the state of Odisha. Widening and strengthening of Bhanjanagar to aska road (NH-157) from km 119/0 to 157/98 in the state of Odisha.,MO/2021/59902,20,0,20,0,1,NH-157-ORS-2020-21-627 NH-157-ORS-2020-21-627,25/05/2021,2021-05-25,1200000,1200000,2021-05-25,2021-05-25,2,2,2,6,2021-07-30,2021-07-30,2022-03-25,2022-03-25,2022-09-22,2022-09-22,2021-07-30,2022-09-22,0.0,0.0,20,238,181,419,419,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=59902
60379,"Construction of 4 nos H.L. Bridges at ch 377/420 (Analajodi Bridge), ch 423/820 (Tamsha Bridge), ch 433/750 (MV-19) and ch 484/500 (Maharajpally Bridge) on NH-326 (Malkangiri - Motu Road) in the State of Odisha",MO/2022/60379,20,0,20,0,1,NH-326-ORS-2021-22-645 ‌‌-326-‌‌-2021-22-645,30/03/2022,2022-03-30,57500000,57500000,2022-03-30,2022-03-30,2,2,2,6,2022-05-02,2022-05-02,2022-10-20,2022-10-20,2023-03-10,2023-03-10,2022-05-02,2023-03-10,0.0,0.0,20,171,141,312,312,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60379
60642,Construction of bypass road at Rairangpur town on Ranchi-Vijayawada Corridor on NH-220. Construction of bypass road at Rairangpur town on Ranchi-Vijayawada Corridor on NH-220.,MO/2022/60642,100,0,100,0.7378,1,NH-220-OD-2022-23-679 NH-220-OD-2022-23-679,31/03/2023,2023-03-31,501339791,501339791,2023-03-31,2023-03-31,2,4,4,10,2022-10-03,2022-10-03,2023-07-11,2024-02-19,2023-12-01,2024-08-12,2022-10-03,2024-08-12,0.0,0.7378,99.2622,281,143,424,679,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60642
60661,Construction of new Major Bridge RET at km 149/988 to km 150/087 on NH-26 under Annual Plan 2022-23. Construction of new Major Bridge RET at km 149/988 to km 150/087 on NH-26 under Annual Plan 2022-23.,MO/2022/60661,10,0,10,0,1,NH-26-OD-2022-23-667 NH-26-OD-2022-23-667,28/02/2023,2023-02-28,190000000,190000000,2023-02-28,2023-02-28,2,4,4,10,2022-10-03,2022-10-03,2023-04-25,2023-12-22,2023-10-16,2024-03-11,2022-10-03,2024-03-11,0.0,0.0,10,204,174,378,525,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60661
60662,Construction of new Major Bridge SAGADA chainage at km 192.117 on NH-26 under Annual Plan 2022-23. Construction of new Major Bridge SAGADA chainage at km 192.117 on NH-26 under Annual Plan 2022-23.,MO/2022/60662,13,0,13,0,1,NH-26-OD-2022-23-664 NH-26-OD-2022-23-664,28/02/2023,2023-02-28,170000000,170000000,2023-02-28,2023-02-28,2,2,2,6,2022-10-03,2022-10-03,2023-02-17,2023-02-17,2023-08-21,2023-08-21,2022-10-03,2023-08-21,0.0,0.0,13,137,185,322,322,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60662
60673,Construction of By-pass road to Daspalla town on NH-57 from km 195/250 to 201/300 in the state of Odisha on EPC mode. Construction of By-pass road to Daspalla town on NH-57 from km 195/250 to 201/300 in the state of Odisha on EPC mode.,MO/2022/60673,29,0,29,0.1914205,1,NH-57-OD-2022-23-668 NH-57-OD-2022-23-668,27/02/2023,2023-02-27,500000000,500000000,2023-02-27,2023-02-27,2,2,2,6,2022-10-03,2022-10-03,2023-07-31,2023-07-31,2023-11-14,2023-11-14,2022-10-03,2023-11-14,0.0,0.6601,28.80858,301,106,407,407,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60673
60674,Construction of HL Bridge at km 227/0 including approaches on NH-57 from km 226/500 to 227/500 in the State of Odisha. Construction of HL Bridge at km 227/0 including approaches on NH-57 from km 226/500 to 227/500 in the State of Odisha.,MO/2022/60674,5,0,5,0.2104408,1,NH-57-OD-2022-23-660 NH-57-OD-2022-23-660,17/01/2023,2023-01-17,95000000,95000000,2023-01-17,2023-01-17,2,2,2,6,2022-10-03,2022-10-03,2023-02-06,2023-02-06,2023-06-13,2023-06-13,2022-10-03,2023-06-13,0.0,4.2088,4.789559,126,127,253,253,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60674
60729,Construction of Koraput Bypass on NH-26 in the state of Odisha. Construction of Koraput Bypass on NH-26 in the state of Odisha.,MO/2022/60729,10,0,10,0,0,,,,,0,,,2,0,0,2,2022-11-04,2022-11-04,,,,,2022-11-04,2022-11-04,0.0,0.0,10,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60729
60749,Construction of bypass road to Rayagada town & JK Pur town from km 190/975 to 205/700 on NH-326 in the State of Odisha Construction of bypass road to Rayagada town & JK Pur town from km 190/975 to 205/700 on NH-326 in the State of Odisha,MO/2022/60749,200,0,200,0.947795,1,NH-326-OD-2023-24-681 NH-326-OD-2023-24-681,17/10/2023,2023-10-17,1152500000,1152500000,2023-10-17,2023-10-17,2,6,6,14,2022-12-20,2022-12-20,2023-05-25,2025-11-24,2024-04-26,2026-04-22,2022-12-20,2026-04-22,0.0,0.4739,199.052205,156,337,493,1219,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=60749
61362,Widening of NH-20 from Mangalpur to Kayangola including spur to Aradi (km 35/800 to 47/600) in the State of Odisha Widening of NH-20 from Mangalpur to Kayangola including spur to Aradi (km 35/800 to 47/600) in the State of Odisha,MO/2025/61362,25,0,25,0.0275192,1,NH-20-OD-2024-25-706 NH-20-OD-2024-25-706,10/03/2025,2025-03-10,3740100000,3740100000,2025-03-10,2025-03-10,2,2,2,6,2025-04-16,2025-04-16,2025-10-22,2025-10-22,2026-03-11,2026-03-11,2025-04-16,2026-03-11,0.0,0.1101,24.972481,189,140,329,329,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61362
61396,Widening to 2L+PS from km 239/280 (Koksara) to km 294/280 (Nabarangpur) of NH-26 in the State of Odisha Widening to 2L+PS from km 239/280 (Koksara) to km 294/280 (Nabarangpur) of NH-26 in the State of Odisha,MO/2025/61396,200,0,200,0.292,1,NH-26-OD-2024-25-707 NH-26-OD-2024-25-707,09/03/2025,2025-03-09,200000000,200000000,2025-03-09,2025-03-09,2,6,6,14,2025-04-25,2025-04-25,2025-11-04,2025-11-17,2026-03-11,2026-05-12,2025-04-25,2026-05-12,0.0,0.146,199.708,193,127,320,382,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61396
61402,Construction of 4 lane road in Champua Town in the state of Odisha on EPC mode. Construction of 4 lane road in Champua Town in the state of Odisha on EPC mode.,MO/2025/61402,18.394,0,18.394,0,1,NH-20-OD-2024-25-710 NH-20-OD-2024-25-710,31/03/2025,2025-03-31,85084357,85084357,2025-03-31,2025-03-31,2,0,0,2,2025-05-01,2025-05-01,,,,,2025-05-01,2025-05-01,0.0,0.0,18.394,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61402
61404,Construction of elevated corridor of NH 55 from OMP Square from ch 264/161 to 267/700 km and 269/260 to 271/040km and DLPS with service road from ch. 267/700 to 267/260 km and ch 271/040 to 277/484km in the state of Odisha for the year 2024-25 Construction of elevated corridor of NH 55 from OMP Square from ch 264/161 to 267/700 km and 269/260 to 271/040km and DLPS with service road from ch. 267/700 to 267/260 km and ch 271/040 to 277/484km in the state of Odisha for the year 2024-25,MO/2025/61404,10,0,10,0,0,,,,,0,,,2,0,0,2,2025-05-15,2025-05-15,,,,,2025-05-15,2025-05-15,0.0,0.0,10,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61404
61405,Construction of Mahendra Tanaya Bridge at km 92/250 on NH 326A in the stste of Odisha under EPC mode under Annual Plan 2024-25 Construction of Mahendra Tanaya Bridge at km 92/250 on NH 326A in the stste of Odisha under EPC mode under Annual Plan 2024-25,MO/2025/61405,50,0,50,0.227,1,NH-326A-OD-2024-25-708 NH-326A-OD-2024-25-708,19/03/2025,2025-03-19,170000000,170000000,2025-03-19,2025-03-19,2,2,2,6,2025-05-09,2025-05-09,2025-11-17,2025-11-17,2026-05-29,2026-05-29,2025-05-09,2026-05-29,0.0,0.454,49.773,192,193,385,385,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61405
61406,New Construction of major bridge over Nagavali River on NH 326 at ch. 192/830 km in the state of Odisha under AP 2024-25. New Construction of major bridge over Nagavali River on NH 326 at ch. 192/830 km in the state of Odisha under AP 2024-25.,MO/2025/61406,2.5,0,2.5,0.1699717,1,NH-326-OD-2024-25-705 NH-326-OD-2024-25-705,17/02/2025,2025-02-17,55000000,55000000,2025-02-17,2025-02-17,2,2,2,6,2025-05-09,2025-05-09,2025-12-28,2025-12-28,2026-04-22,2026-04-22,2025-05-09,2026-04-22,0.0,6.7989,2.330028,233,115,348,348,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61406
61414,Construction of New Major Bridge Over Indravati at km 302.280 of NH-26 in the state of Odisha on EPC mode under annual plan 2024-25 Construction of New Major Bridge Over Indravati at km 302.280 of NH-26 in the state of Odisha on EPC mode under annual plan 2024-25,MO/2025/61414,10,0,10,0.1157,1,NH-26-OD-2024-25-704 NH-26-OD-2024-25-704,17/02/2025,2025-02-17,387700000,387700000,2025-02-17,2025-02-17,2,4,4,10,2025-05-15,2025-05-15,2025-11-17,2025-11-17,2026-06-18,2026-06-19,2025-05-15,2026-06-19,0.0,1.157,9.8843,186,213,399,400,3D,1,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61414
61436,Construction of 4 lane By-Pass Road to Aska town on NH-157 in the State of Odisha,MO/2025/61436,50,0,50,0.0690409,1,NH-157/ODS/2025-26/736 NH-157/ODS/2025-26/736,27/03/2026,2026-03-27,1595000000,1595000000,2026-03-27,2026-03-27,2,2,0,4,2025-08-13,2025-08-13,2026-08-25,2026-08-25,,,2025-08-13,2026-08-25,0.0,0.1381,49.930959,377,,,377,3A,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61436
61471,Construction of 4 lane By-pass road to Hinjili town from km 318/300 to 324/050 on NH- 59,MO/2025/61471,10,0,10,0,0,,,,,0,,,2,0,0,2,2025-08-13,2025-08-13,,,,,2025-08-13,2025-08-13,0.0,0.0,10,,,,0,3a,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61471
61472,Widening of Mohana-Koraput of NH-326 (Pkg-I Mohana-Raipanka),MO/2025/61472,50,0,50,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,50,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61472
61473,Widening of Mohana-Koraput of NH-326 (Pkg-III - Rayagada to Laxmipur),MO/2025/61473,50,0,50,0,0,,,,,0,,,0,0,0,0,,,,,,,,,0.0,0.0,50,,,,,No Notification,0,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=61473
